SampleID,Site,LitterOrigin,MicrobialOrigin,Replicate,Timepoint,Date,Collection,FullBag,EmptyBag,BagDiff,EmptyContainer,FullContainer,ContainerDiff,DNAWetWeight,HydrolyticWetWeight,OxidativeWetWeight,BactWetWeight,LitterWetWeight,LitterDryWeight,WetLitterPlusEnvWeight,EnvWeight,DryLitterPlusEnvWeight,HyphaeWetWeight
4G02,Woodland,Grassland,Grassland,2,3,,,9.8608,6.1637,3.6971,50.64,54.3039,3.6639,0.0539,0.4083,0.2051,0.1108,1.0483,0.89,,1.88,2.77,0.1007
4G03,Woodland,Grassland,Grassland,3,3,,,8.3597,6.0828,2.2769,50.67,52.9085,2.2385,0.511,0.4023,0.2077,0.1016,1.0724,0.91,,1.85,2.76,0.1022
4G04,Woodland,Grassland,Grassland,4,3,,,9.3868,6.4681,2.9187,50.86,53.7564,2.8964,0.528,0.4072,0.2087,0.1091,1.0434,0.87,,1.86,2.73,0.101
4W01,Woodland,Grassland,Woodland,1,3,,,9.1037,5.8434,3.2603,50.48,53.7307,3.2507,0.0509,0.4,0.2063,0.1003,1.0335,0.87,,1.88,2.75,0.1072
4W02,Woodland,Grassland,Woodland,2,3,,,9.7808,5.9348,3.846,50.64,54.5663,3.9263,0.055,0.4018,0.2009,0.1078,1.103,0.94,,1.9,2.84,0.1009
4W03,Woodland,Grassland,Woodland,3,3,,,8.4,6.0225,2.3775,50.51,53.3657,2.8557,0.0535,0.437,0.2137,0.1094,1.0042,0.84,,1.89,2.73,0.1069
4W04,Woodland,Grassland,Woodland,4,3,,,9.3008,5.8724,3.4284,50.52,53.8629,3.3429,0.0498,0.4055,0.2002,0.1036,1.0472,0.91,,1.89,2.8,0.1005
4P01,Woodland,Grassland,Oak Pine,1,3,,,9.5382,6.2907,3.2475,50.63,53.6803,3.0503,0.0521,0.442,0.1915,0.1233,1.1058,0.97,,1.84,2.81,0.0927
4P02,Woodland,Grassland,Oak Pine,2,3,,,9.7456,6.3501,3.3955,50.86,54.2651,3.4051,0.0522,0.4076,0.2045,0.1024,1.0061,0.83,,1.87,2.7,0.1106
4P03,Woodland,Grassland,Oak Pine,3,3,,,9.125,5.9324,3.1926,50.48,53.6569,3.1769,0.0512,0.4116,0.2058,0.1054,1.0094,0.85,,1.9,2.75,0.1039
4P04,Woodland,Grassland,Oak Pine,4,3,,,9.5826,6.186,3.3966,50.45,53.8041,3.3541,0.0562,0.4087,0.2003,0.1061,1.0621,0.89,,1.83,2.72,0.1136
4S01,Woodland,Grassland,Subalpine,1,3,,,9.1971,5.7233,3.4738,50.66,54.1138,3.4538,0.0519,0.4054,0.2005,0.1071,1.0568,0.91,,1.9,2.81,0.1016
4S02,Woodland,Grassland,Subalpine,2,3,,,9.5721,5.9944,3.5777,50.91,54.4796,3.5696,0.0512,0.4029,0.2015,0.1076,1.1074,0.93,,1.88,2.81,0.1101
4S03,Woodland,Grassland,Subalpine,3,3,,,9.0957,5.9416,3.1541,50.52,53.653,3.133,0.0497,0.4011,0.2003,0.1052,1.0466,0.88,,1.87,2.75,0.1038
4S04,Woodland,Grassland,Subalpine,4,3,,,9.4335,6.023,3.4105,50.81,54.1822,3.3722,0.05,0.4037,0.21,0.1108,1.0935,0.93,,1.88,2.81,0.1064
4C01,Woodland,Grassland,,1,3,,,9.86,6.37,3.49,50.59,53.86,3.27,,,,0.1,1.01,0.86,,1.9,2.76,0.1
4C02,Woodland,Grassland,,2,3,,,9.54,6.02,3.52,50.91,54.32,3.41,,,,0.11,1.03,0.89,,1.85,2.74,0.1
4C03,Woodland,Grassland,,3,3,,,9.37,5.88,3.49,50.71,58.16,7.45,,,,0.11,1.04,0.9,,1.9,2.8,0.11
4C04,Woodland,Grassland,,4,3,,,9.7164,6.2009,3.5155,50.34,53.8654,3.5254,,,,0.1026,1.001,0.83,,1.93,2.76,0.1004
4N01,Woodland,Grassland,,1,3,,,7.5174,5.8884,1.629,50.59,52.2161,1.6261,,,,0.1043,1.0844,0.93,,1.86,2.79,0.1009
4N02,Woodland,Grassland,,2,3,,,7.74,5.82,1.92,50.83,52.49,1.66,,,,0.11,1,0.86,,1.91,2.77,0.11
4N03,Woodland,Grassland,,3,3,,,7.58,5.86,1.72,50.86,52.53,1.67,,,,0.11,1.07,0.92,,1.88,2.8,0.11
4N04,Woodland,Grassland,,4,3,,,7.57,5.88,1.69,50.4,52.08,1.68,,,,0.1,1.03,0.89,,1.86,2.75,0.09
4L01,Woodland,Grassland,,1,3,,,5.18,3.69,1.49,50.52,51.91,1.39,,,,0.11,1.04,0.91,,1.86,2.77,0.11
4L02,Woodland,Grassland,,2,3,,,5.43,3.9,1.53,50.69,52.11,1.42,,,,0.11,1.02,0.92,,1.88,2.8,0.09
4L03,Woodland,Grassland,,3,3,,,5.6533,3.8544,1.7989,50.3,50.2262,,,,,0.1309,1.1073,0.98,,1.91,2.89,0.1171
4L04,Woodland,Grassland,,4,3,,,5.38,3.81,1.57,50.58,52.02,1.44,,,,0.11,1.05,0.94,,1.91,2.85,0.09
5D01,Subalpine,Grassland,Desert,1,3,,,8.973,5.695,3.278,50.63,53.77,3.14,0.0524,0.4391,0.2171,0.109,1.0812,0.9,,1.86,2.76,0.1122
5D02,Subalpine,Grassland,Desert,2,3,,,9.271,5.8533,3.4177,50.73,54.13,3.4,0.0485,0.3978,0.2229,0.1015,1.0021,0.83,,1.89,2.72,0.0934
5D03,Subalpine,Grassland,Desert,3,3,,,9.1537,5.827,3.3267,50.58,53.9316,3.3516,0.0472,0.4074,0.1878,0.1081,1.1163,0.92,,1.94,2.86,0.1052
5D04,Subalpine,Grassland,Desert,4,3,,,9.2468,5.7819,3.4649,50.45,53.89,3.44,0.0478,0.3986,0.201,0.11,1.1777,0.97,,1.93,2.9,0.0966
5G01,Subalpine,Grassland,Grassland,1,3,,,9.0465,5.9463,3.1002,48.12,51.2387,3.1187,0.052,0.4169,0.2285,0.0962,1.0345,0.85,,1.89,2.74,0.0917
5G02,Subalpine,Grassland,Grassland,2,3,,,8.9023,5.8156,3.0867,50.74,53.869,3.129,0.0473,0.4363,0.1824,0.0938,1.059,0.87,,1.9,2.77,0.1043
5G03,Subalpine,Grassland,Grassland,3,3,,,8.894,5.7518,3.1422,50.53,53.64,3.11,0.0506,0.3938,0.1941,0.0943,1.3247,1.08,,1.92,3,0.0943
5G04,Subalpine,Grassland,Grassland,4,3,,,9.0901,5.7915,3.2986,50.69,53.97,3.28,0.0488,0.3906,0.2238,0.1,1.1301,0.93,,1.9,2.83,0.1074
5W01,Subalpine,Grassland,Woodland,1,3,,,8.8215,5.752,3.0695,50.88,53.93,3.05,0.0503,0.3866,0.2008,0.0957,1.1374,0.96,,1.89,2.85,0.1004
5W02,Subalpine,Grassland,Woodland,2,3,,,8.9572,5.7857,3.1715,50.54,53.68,3.14,0.0535,0.4455,0.195,0.1089,1.0219,0.83,,1.88,2.71,0.1013
5W03,Subalpine,Grassland,Woodland,3,3,,,8.7933,5.6427,3.1506,50.49,53.61,3.12,0.0498,0.406,0.2032,0.1026,1.1316,0.96,,1.9,2.86,0.1052
5W04,Subalpine,Grassland,Woodland,4,3,,,8.8596,5.8375,3.0221,50.39,53.38,2.99,0.0494,0.3944,0.2108,0.1021,1.079,0.91,,1.89,2.8,0.0935
5P01,Subalpine,Grassland,Oak Pine,1,3,,,8.8005,5.7932,3.0073,50.66,53.64,2.98,0.0493,0.4119,0.2091,0.1271,1.0152,0.85,,1.92,2.77,0.1031
5P02,Subalpine,Grassland,Oak Pine,2,3,,,8.8136,5.3822,3.4314,50.37,51.03,0.66,0.0526,0.4876,0.2625,0.1212,1.0101,0.9,,1.9,2.8,0.1036
5P03,Subalpine,Grassland,Oak Pine,3,3,,,8.583,5.8143,2.7687,48.13,53.09,4.96,0.0518,0.3941,0.2316,0.1281,1.0719,0.83,,1.9,2.73,0.1143
5P04,Subalpine,Grassland,Oak Pine,4,3,,,9.1306,5.9709,3.1597,47.34,50.46,3.12,0.051,0.406,0.241,0.1043,1.0288,0.86,,1.93,2.79,0.1024
5S01,Subalpine,Grassland,Subalpine,1,3,,,8.5083,5.702,2.8063,50.87,53.62,2.75,0.0526,0.4514,0.2059,0.0923,1.0632,0.88,,1.9,2.78,0.1
5S02,Subalpine,Grassland,Subalpine,2,3,,,9.0262,6.0492,2.977,48.96,51.9507,2.9907,0.0487,0.4151,0.2031,0.0924,1.0349,0.86,,1.88,2.74,0.1074
5S03,Subalpine,Grassland,Subalpine,3,3,,,8.9029,5.7086,3.1943,50.65,53.8672,3.2172,0.0556,0.3821,0.2057,0.098,1.0572,0.85,,1.91,2.76,0.0996
5S04,Subalpine,Grassland,Subalpine,4,3,,,8.9086,5.8467,3.0619,50.41,53.45,3.04,0.0478,0.4415,0.2058,0.0936,1.392,1.16,,1.9,3.06,0.0999
5C01,Subalpine,Grassland,,1,3,,,8.866,5.6854,3.1806,50.73,53.71,2.98,,,,0.1008,1.0612,0.88,,1.9,2.78,1.004
5C02,Subalpine,Grassland,,2,3,,,8.97,5.9462,3.0238,50.77,53.76,2.99,,,,0.105,1.054,0.89,,1.84,2.73,0.106
5C03,Subalpine,Grassland,,3,3,,,9.1869,5.942,3.2449,50.53,53.79,3.26,,,,0.1062,1.1493,1,,1.85,2.85,0.1066
5C04,Subalpine,Grassland,,4,3,,,9.2472,5.9311,3.3161,47.6,50.91,3.31,,,,0.1153,1.0629,0.93,,1.89,2.82,0.1009
5N01,Subalpine,Grassland,,1,3,,,7.5306,5.7199,1.8107,50.76,52.52,1.76,,,,0.1148,1.32,0.98,,1.88,2.86,0.1136
5N02,Subalpine,Grassland,,2,3,,,7.5894,5.778,1.8114,50.85,52.61,1.76,,,,0.1072,1.0297,0.88,,1.89,2.77,0.1074
5N03,Subalpine,Grassland,,3,3,,,7.4914,5.6622,1.8292,50.72,52.49,1.77,,,,0.103,1.0654,0.92,,1.82,2.74,0.1034
5N04,Subalpine,Grassland,,4,3,,,7.5732,5.7608,1.8124,50.74,52.5,1.76,,,,0.109,1.1306,0.96,,1.87,2.83,0.1072
5L01,Subalpine,Grassland,,1,3,,,5.499,3.8984,1.6006,50.75,52.37,1.62,,,,0.102,1.12,1.01,,1.86,2.87,0.1103
5L02,Subalpine,Grassland,,2,3,,,5.7057,3.423,2.2827,50.61,52.31,1.7,,,,0.1059,1.1065,0.97,,1.88,2.85,0.1093
5L03,Subalpine,Grassland,,3,3,,,5.437,3.8758,1.5612,50.37,51.9,1.53,,,,0.1069,1.16,1.09,,1.86,2.95,0.1053
5L04,Subalpine,Grassland,,4,3,,,5.587,3.9859,1.6011,50.57,52.1979,1.6279,,,,0.1038,1.1353,1.01,,1.9,2.91,0.1117
