STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,MDPR,PRCP_in,SNOW_in,SNWD_in,PRCP_mm,Snow_mm,SNWD_mm,TMAX_F,TMIN_F,TOBS_F
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/14/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/15/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/16/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/17/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/18/17,,,0.49,0.7,1,12.446,17.78,25.4,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/19/17,,,0.66,0.7,0,16.764,17.78,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/20/17,,,0.04,0,0,1.016,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/21/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/22/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/23/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/24/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/25/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/26/17,,,0.2,1.5,1,5.08,38.1,25.4,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/27/17,,,0.77,0.3,0,19.558,7.62,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/28/17,,,4.87,2.5,3,123.698,63.5,76.2,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/1/17,,,0,0,1,0,0,25.4,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/2/17,,,0,0,1,0,0,25.4,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/3/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/4/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/5/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/6/17,,,0.22,0.1,0,5.588,2.54,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/7/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/8/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/9/17,,,0,0,,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/10/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/11/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/12/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/13/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/14/17,,,0,0,,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/15/17,,,0,0,,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/16/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/17/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/18/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/19/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/20/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/21/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/22/17,,,0.18,0,0,4.572,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/23/17,,,0.02,0,0,0.508,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/24/17,,,0.05,0.1,0,1.27,2.54,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/25/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/26/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/27/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/28/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/29/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/30/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/31/17,,,0.01,0,0,0.254,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/1/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/2/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/3/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/4/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/5/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/6/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/7/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/8/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/9/17,,,0.07,0,0,1.778,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/10/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/11/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/12/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/13/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/14/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/15/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/16/17,,,0,0,,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/17/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/18/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/19/17,,,0,0,,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/20/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/21/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/22/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/23/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/24/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/25/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/26/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/27/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/28/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/29/17,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/30/17,,,0,0,0,0,0,0,,,
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,10/1/15,,,0,0,0,0,0,0,74,50,70
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,10/2/15,,,0,0,0,0,0,0,71,42,65
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,10/3/15,,,0,0,0,0,0,0,70,46,55
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,10/4/15,,,0.27,0,0,6.858,0,0,55,42,47
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,10/5/15,,,0.44,0,0,11.176,0,0,51,41,48
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,10/6/15,,,0.33,0,0,8.382,0,0,57,39,49
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,10/7/15,,,0,0,0,0,0,0,72,40,69
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,10/8/15,,,0,0,0,0,0,0,76,46,70
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,10/9/15,,,0,0,0,0,0,0,83,62,75
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,10/10/15,,,0,0,0,0,0,0,81,54,74
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,10/11/15,,,0,0,0,0,0,0,83,49,73
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,10/12/15,,,0,0,0,0,0,0,76,52,71
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,10/13/15,,,0,0,0,0,0,0,80,54,75
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,10/14/15,,,0,0,0,0,0,0,78,50,68
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,10/15/15,,,0,0,0,0,0,0,71,57,65
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,10/16/15,,,0.32,0,0,8.128,0,0,69,54,63
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,10/17/15,,,0.26,0,0,6.604,0,0,70,51,60
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,10/18/15,,,0.01,0,0,0.254,0,0,62,51,56
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,10/19/15,,,0,0,0,0,0,0,57,36,56
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,10/20/15,,,0.05,0,0,1.27,0,0,60,39,57
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,10/21/15,,,0.04,0,0,1.016,0,0,63,40,58
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,10/22/15,,,0,0,0,0,0,0,66,39,56
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,10/23/15,,,0,0,0,0,0,0,71,39,61
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,10/24/15,,,0,0,0,0,0,0,74,42,64
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,10/25/15,,,0,0,0,0,0,0,65,44,55
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,10/26/15,,,0,0,0,0,0,0,72,40,62
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,10/27/15,,,0,0,0,0,0,0,71,38,61
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,10/28/15,,,0,0,0,0,0,0,68,47,60
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,10/29/15,,,0,0,0,0,0,0,61,39,59
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,10/30/15,,,0,0,0,0,0,0,66,35,58
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,10/31/15,,,0,0,0,0,0,0,73,42,63
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,11/1/15,,,0,0,0,0,0,0,74,43,60
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,11/2/15,,,0,0,0,0,0,0,65,44,44
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,11/3/15,,,0.64,0,0,16.256,0,0,44,37,43
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,11/4/15,,,0.08,0,0,2.032,0,0,44,33,42
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,11/5/15,,,0,0,0,0,0,0,53,26,43
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,11/6/15,,,0,0,0,0,0,0,59,29,56
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,11/7/15,,,0,0,0,0,0,0,63,31,55
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,11/8/15,,,0,0,0,0,0,0,60,31,54
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,11/9/15,,,0.03,0,0,0.762,0,0,54,31,45
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,11/10/15,,,0.12,0,0,3.048,0,0,45,34,38
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,11/11/15,,,0,0,0,0,0,0,56,24,46
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,11/12/15,,,0,0,0,0,0,0,62,26,52
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,11/13/15,,,0,0,0,0,0,0,64,32,53
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,11/14/15,,,0,0,0,0,0,0,63,30,45
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,11/15/15,,,0,0,0,0,0,0,49,34,44
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,11/16/15,,,0.01,0,0,0.254,0,0,45,29,40
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,11/17/15,,,0,0,0,0,0,0,59,24,55
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,11/18/15,,,0,0,0,0,0,0,66,32,60
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,11/19/15,,,0,0,0,0,0,0,69,35,65
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,11/20/15,,,0,0,0,0,0,0,70,36,64
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,11/21/15,,,0,0,0,0,0,0,67,39,63
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,11/22/15,,,0,0,0,0,0,0,68,36,62
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,11/23/15,,,0,0,0,0,0,0,64,34,55
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,11/24/15,,,0,0,0,0,0,0,57,35,40
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,11/25/15,,,0.29,0,0,7.366,0,0,41,33,36
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,11/26/15,,,0,0,0,0,0,0,40,29,37
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,11/27/15,,,0.05,1,1,1.27,25.4,25.4,40,29,38
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,11/28/15,,,0,0,0,0,0,0,42,23,39
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,11/29/15,,,0,0,0,0,0,0,47,27,40
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,11/30/15,,,0,0,0,0,0,0,51,23,41
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,12/1/15,,,0,0,0,0,0,0,56,28,45
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,12/2/15,,,0,0,0,0,0,0,62,28,50
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,12/3/15,,,0,0,0,0,0,0,63,33,50
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,12/4/15,,,0,0,0,0,0,0,52,31,45
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,12/5/15,,,0,0,0,0,0,0,65,28,55
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,12/6/15,,,0,0,0,0,0,0,65,31,56
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,12/7/15,,,0,0,0,0,0,0,66,35,57
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,12/8/15,,,0,0,0,0,0,0,70,39,59
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,12/9/15,,,0,0,0,0,0,0,68,40,48
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,12/10/15,,,0,0,0,0,0,0,64,39,46
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,12/11/15,,,0.3,0,0,7.62,0,0,46,34,37
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,12/12/15,,,0.48,1,0,12.192,25.4,0,42,21,36
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,12/13/15,,,0,0,0,0,0,0,52,27,35
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,12/14/15,,,0.74,0,0,18.796,0,0,35,25,31
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,12/15/15,,,0,0,0,0,0,0,40,19,32
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,12/16/15,,,0,0,0,0,0,0,42,19,33
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,12/17/15,,,0,0,0,0,0,0,52,25,42
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,12/18/15,,,0,0,0,0,0,0,60,30,50
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,12/19/15,,,0,0,0,0,0,0,51,30,38
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,12/20/15,,,0.33,0,0,8.382,0,0,39,26,32
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,12/21/15,,,0,0,0,0,0,0,51,28,45
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,12/22/15,,,2.72,0,0,69.088,0,0,45,40,40
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,12/23/15,,,0.97,0,0,24.638,0,0,49,36,45
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,12/24/15,,,0,0,0,0,0,0,47,27,35
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,12/25/15,,,0.09,0.5,0,2.286,12.7,0,36,28,30
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,12/26/15,,,0.01,0,0,0.254,0,0,42,25,35
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,12/27/15,,,0,0,0,0,0,0,46,19,39
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,12/28/15,,,0.33,1.3,1,8.382,33.02,25.4,39,22,31
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,12/29/15,,,0.19,0,0,4.826,0,0,40,17,30
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,12/30/15,,,0,0,0,0,0,0,43,19,33
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,12/31/15,,,0,0,0,0,0,0,44,20,34
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,1/1/16,,,0,0,0,0,0,0,47,21,45
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,1/2/16,,,0,0,0,0,0,0,56,28,50
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,1/3/16,,,0,0,0,0,0,0,53,33,45
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,1/4/16,,,0,0,0,0,0,0,46,39,40
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,1/5/16,,,0.95,0,0,24.13,0,0,41,35,35
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,1/6/16,,,1.29,3,3,32.766,76.2,76.2,35,32,32
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,1/7/16,,,2.85,10.2,11,72.39,259.08,279.4,34,31,31
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,1/8/16,,,0.21,0,9,5.334,0,228.6,37,19,33
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,1/9/16,,,0,0,8,0,0,203.2,42,20,37
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,1/10/16,,,0.04,0,7,1.016,0,177.8,44,34,38
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,1/11/16,,,0,0,6,0,0,152.4,45,25,39
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,1/12/16,,,0,0,5,0,0,127,56,27,51
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,1/13/16,,,0,0,4,0,0,101.6,52,25,50
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,1/14/16,,,0,0,3,0,0,76.2,55,27,49
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,1/15/16,,,0,0,3,0,0,76.2,49,33,45
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,1/16/16,,,0,0,,0,0,0,56,28,50
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,1/17/16,,,0,0,,0,0,0,59,32,51
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,1/18/16,,,0,0,,0,0,0,51,31,45
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,1/19/16,,,0,0,,0,0,0,53,30,46
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,1/20/16,,,0.24,0,,6.096,0,0,59,30,51
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,1/21/16,,,0,0,,0,0,0,63,32,50
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,1/22/16,,,0,0,,0,0,0,61,30,49
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,1/23/16,,,0,0,,0,0,0,51,33,48
